
Rk,Gtm,Week,Date,Day,HorA,Opp,Rslt,Pts,PtsO,OT,Cmp,Att,Cmp%,Yds,TD,Y/A,AY/A,Rate,Sk,Yds.1,Att,Yds,TD,Y/A,Ply,Tot,Y/P,FGA,FGM,XPA,XPM,Pnt,Yds,Pass,Rsh,Pen,1stD,3DConv,3DAtt,4DConv,4DAtt,Pen,Yds,FL,Int,TO,ToP,Team,Year
1.0,1.0,1.0,2019-09-08,Sun,,DET,T,27,27,OT,29,54,53.7,275,2,5.1,5.0,72.7,5,33,23,112,0,4.9,82,387,4.72,4,4,1,1,8,380,16,3,2,21,9,22,0,0,7,35,0,1,1,30:37,crd,2019
2.0,2.0,2.0,2019-09-15,Sun,@,BAL,L,17,23,,25,40,62.5,329,0,8.2,8.23,88.4,3,20,11,20,1,1.8,54,349,6.46,3,3,0,0,5,267,12,2,1,15,2,11,1,1,8,70,0,0,0,22:22,crd,2019
3.0,3.0,3.0,2019-09-22,Sun,,CAR,L,20,38,,30,43,69.8,127,2,3.0,1.79,68.8,8,46,22,121,0,5.5,73,248,3.4,2,2,2,2,5,212,9,10,2,21,9,17,1,1,7,52,0,2,2,31:44,crd,2019
4.0,4.0,4.0,2019-09-29,Sun,,SEA,L,10,27,,22,32,68.8,206,0,6.4,5.03,73.2,4,35,23,115,1,5.0,59,321,5.44,3,1,1,1,3,141,12,6,2,20,3,9,0,0,7,44,0,1,1,26:36,crd,2019
5.0,5.0,5.0,2019-10-06,Sun,@,CIN,W,26,23,,20,32,62.5,248,0,7.8,7.75,86.5,1,5,38,266,2,7.0,71,514,7.24,5,4,2,2,3,150,13,11,2,26,6,13,1,1,12,96,0,0,0,31:03,crd,2019
6.0,6.0,6.0,2019-10-13,Sun,,ATL,W,34,33,,27,37,73.0,340,3,9.2,10.81,128.2,0,0,29,102,1,3.5,66,442,6.7,2,2,4,4,3,156,16,6,2,24,7,13,1,1,8,57,0,0,0,27:13,crd,2019
7.0,7.0,7.0,2019-10-20,Sun,@,NYG,W,27,21,,14,21,66.7,89,0,4.2,4.24,75.3,2,15,38,156,3,4.1,61,245,4.02,2,2,3,3,5,169,8,8,2,18,7,15,1,1,10,85,0,0,0,29:59,crd,2019
8.0,8.0,8.0,2019-10-27,Sun,@,NOR,L,9,31,,19,34,55.9,197,0,5.8,5.79,72.8,4,23,11,40,0,3.6,49,237,4.84,3,3,0,0,5,238,8,2,0,10,2,12,0,2,5,35,0,0,0,22:01,crd,2019
9.0,9.0,9.0,2019-10-31,Thu,,SFO,L,25,28,,17,24,70.8,204,2,8.5,10.17,124.3,3,37,23,153,1,6.7,50,357,7.14,1,1,2,2,5,253,7,10,2,19,2,8,0,0,9,65,0,0,0,25:29,crd,2019
10.0,10.0,10.0,2019-11-10,Sun,@,TAM,L,27,30,,28,45,62.2,342,3,7.6,7.93,98.6,2,8,18,75,0,4.2,65,417,6.42,2,2,3,3,3,158,14,4,2,20,1,10,2,3,11,87,1,1,2,23:57,crd,2019
11.0,11.0,11.0,2019-11-17,Sun,@,SFO,L,26,36,,24,33,72.7,131,2,4.0,5.18,99.4,4,19,25,135,1,5.4,62,266,4.29,2,2,3,2,4,202,9,9,3,21,3,10,1,1,10,104,2,0,2,31:23,crd,2019
12.0,12.0,13.0,2019-12-01,Sun,,LAR,L,7,34,,19,34,55.9,124,0,3.6,2.32,51.6,6,39,21,74,1,3.5,61,198,3.25,0,0,1,1,7,311,9,2,2,13,2,13,2,4,2,7,0,1,1,25:23,crd,2019
13.0,13.0,14.0,2019-12-08,Sun,,PIT,L,17,23,,20,30,66.7,165,2,5.5,2.33,63.2,5,29,22,71,0,3.2,57,236,4.14,1,1,2,2,3,164,11,5,1,17,4,11,1,3,7,75,0,3,3,28:06,crd,2019
14.0,14.0,15.0,2019-12-15,Sun,,CLE,W,38,24,,19,25,76.0,219,1,8.8,7.76,98.6,0,0,35,226,4,6.5,60,445,7.42,1,1,5,5,2,79,11,14,1,26,4,8,1,1,5,34,0,1,1,29:11,crd,2019
15.0,15.0,16.0,2019-12-22,Sun,@,SEA,W,27,13,,15,27,55.6,159,1,5.9,6.63,85.3,2,8,40,253,2,6.3,69,412,5.97,3,2,3,3,6,257,8,12,1,21,5,15,1,1,5,47,0,0,0,34:53,crd,2019
16.0,16.0,17.0,2019-12-29,Sun,@,LAR,L,24,31,,27,43,62.8,322,2,7.5,6.33,81.7,1,3,17,71,1,4.2,61,393,6.44,1,1,3,3,3,151,13,5,4,22,5,10,0,0,8,63,3,2,5,23:02,crd,2019
,,,,,,,5-10-1,361,442,,355,554,64.1,3477,20,6.3,6.02,84.6,50,320,396,1990,18,5.0,1000,5467,5.47,35,31,35,34,70,3288,176,109,29,314,71,197,13,20,121,956,6,12,18,442:59,crd,2019
1.0,1.0,1.0,2020-09-13,Sun,@,SFO,W,24,20,,26,40,65.0,224,1,5.6,4.98,77.5,2,6,36,180,2,5.0,78,404,5.18,3,1,3,3,4,191,12,13,4,29,7,14,0,0,9,102,0,1,1,31:26,crd,2020
2.0,2.0,2.0,2020-09-20,Sun,,WAS,W,30,15,,26,38,68.4,278,1,7.3,6.66,87.4,3,8,32,160,2,5.0,73,438,6.0,3,3,3,3,4,197,13,8,1,22,7,17,2,2,11,97,0,1,1,33:45,crd,2020
3.0,3.0,3.0,2020-09-27,Sun,,DET,L,23,26,,23,35,65.7,268,2,7.7,4.94,72.1,1,2,27,109,1,4.0,63,377,5.98,1,1,3,2,2,92,16,10,2,28,4,10,1,1,7,38,0,3,3,27:10,crd,2020
4.0,4.0,4.0,2020-10-04,Sun,@,CAR,L,21,31,,24,31,77.4,133,3,4.3,6.23,116.7,1,0,23,129,0,5.6,55,262,4.76,0,0,3,3,5,207,11,6,4,21,3,9,0,0,5,29,1,0,1,22:52,crd,2020
5.0,5.0,5.0,2020-10-11,Sun,@,NYJ,W,30,10,,27,37,73.0,369,1,10.0,9.3,102.2,1,11,30,127,3,4.2,68,496,7.29,1,1,3,3,4,167,17,9,2,28,5,12,1,1,10,59,0,1,1,32:15,crd,2020
6.0,6.0,6.0,2020-10-19,Mon,@,DAL,W,38,10,,9,24,37.5,177,2,7.4,9.04,91.8,1,11,35,261,3,7.5,60,438,7.3,1,1,5,5,4,151,7,13,2,22,7,13,1,1,7,43,0,0,0,26:23,crd,2020
7.0,7.0,7.0,2020-10-25,Sun,,SEA,W,37,34,OT,34,48,70.8,360,3,7.5,7.81,104.5,0,0,33,159,1,4.8,81,519,6.41,4,3,4,4,2,95,17,11,3,31,5,12,1,2,6,40,1,1,2,30:13,crd,2020
8.0,8.0,9.0,2020-11-08,Sun,,MIA,L,31,34,,21,26,80.8,264,3,10.2,12.46,147.4,1,19,37,178,1,4.8,64,442,6.91,2,1,4,4,1,42,17,6,3,26,5,12,2,3,7,71,1,0,1,31:03,crd,2020
9.0,9.0,10.0,2020-11-15,Sun,,BUF,W,32,30,,22,32,68.8,236,1,7.4,6.59,87.5,3,9,35,217,2,6.2,70,453,6.47,4,4,2,2,3,132,11,14,1,26,5,13,1,1,7,40,1,1,2,29:40,crd,2020
10.0,10.0,11.0,2020-11-19,Thu,@,SEA,L,21,28,,29,42,69.0,257,2,6.1,7.07,101.0,3,12,18,57,1,3.2,63,314,4.98,0,0,3,3,4,182,17,5,2,24,6,11,0,1,10,115,0,0,0,24:53,crd,2020
11.0,11.0,12.0,2020-11-29,Sun,@,NWE,L,17,20,,23,34,67.6,160,0,4.7,3.38,65.8,2,10,34,138,2,4.1,70,298,4.26,2,1,2,2,3,126,12,9,2,23,6,14,0,1,6,50,0,1,1,34:08,crd,2020
12.0,12.0,13.0,2020-12-06,Sun,,LAR,L,28,38,,21,39,53.8,140,3,3.6,3.97,76.9,2,33,21,92,1,4.4,62,232,3.74,1,0,4,4,5,238,11,5,2,18,4,12,2,2,5,21,1,1,2,21:07,crd,2020
13.0,13.0,14.0,2020-12-13,Sun,@,NYG,W,26,7,,24,35,68.6,231,1,6.6,7.17,96.2,1,13,43,159,1,3.7,79,390,4.94,4,4,2,2,4,159,12,10,0,22,7,18,1,2,4,22,0,0,0,37:53,crd,2020
14.0,14.0,15.0,2020-12-20,Sun,,PHI,W,33,26,,28,37,75.7,423,3,11.4,11.84,128.5,1,9,30,103,1,3.4,68,526,7.74,1,1,4,4,3,143,19,4,3,26,3,10,1,2,9,83,2,1,3,27:47,crd,2020
15.0,15.0,16.0,2020-12-26,Sat,,SFO,L,12,20,,31,50,62.0,230,0,4.6,3.7,64.6,3,17,27,120,1,4.4,80,350,4.38,2,2,0,0,4,178,9,9,2,20,4,16,4,6,4,20,1,1,2,32:16,crd,2020
16.0,16.0,17.0,2021-01-03,Sun,@,LAR,L,7,18,,19,27,70.4,166,1,6.1,5.22,83.3,4,26,18,48,0,2.7,49,214,4.37,1,0,1,1,6,300,10,4,1,15,2,9,0,0,6,38,0,1,1,22:09,crd,2020
,,,,,,,8-8,410,367,,387,575,67.3,3916,27,6.8,6.73,92.8,29,186,479,2237,22,4.7,1083,6153,5.68,30,23,46,45,58,2600,211,136,34,381,80,202,17,25,113,868,8,13,21,465:00,crd,2020
1.0,1.0,1.0,2021-09-12,Sun,@,TEN,W,38,13,,21,32,65.6,280,4,8.8,9.84,119.8,2,9,33,136,1,4.1,67,416,6.21,2,1,5,5,3,144,13,7,2,22,7,13,0,0,8,59,0,1,1,33:21,crd,2021
2.0,2.0,2.0,2021-09-19,Sun,,MIN,W,34,33,,29,36,80.6,371,3,10.3,9.47,114.2,3,29,21,103,1,4.9,60,474,7.9,2,2,4,4,4,221,16,5,0,21,3,9,1,1,5,40,0,2,2,31:52,crd,2021
3.0,3.0,3.0,2021-09-26,Sun,@,JAX,W,31,19,,28,34,82.4,316,0,9.3,7.97,93.1,0,0,30,91,3,3.0,64,407,6.36,2,1,4,4,5,253,14,8,1,23,1,9,2,2,7,58,0,1,1,32:54,crd,2021
4.0,4.0,4.0,2021-10-03,Sun,@,LAR,W,37,20,,24,32,75.0,249,2,7.8,9.03,117.8,3,19,40,216,2,5.4,75,465,6.2,3,3,4,4,2,88,11,15,1,27,8,13,0,0,7,63,0,0,0,35:10,crd,2021
5.0,5.0,5.0,2021-10-10,Sun,,SFO,W,17,10,,22,31,71.0,210,1,6.8,7.42,100.2,2,29,27,94,1,3.5,60,304,5.07,2,1,2,2,4,205,11,8,1,20,3,10,0,0,6,62,1,0,1,28:06,crd,2021
6.0,6.0,6.0,2021-10-17,Sun,@,CLE,W,37,14,,20,30,66.7,208,4,6.9,9.6,126.1,2,21,37,144,0,3.9,69,352,5.1,3,3,4,4,2,101,11,8,5,24,8,15,1,1,5,45,0,0,0,34:39,crd,2021
7.0,7.0,7.0,2021-10-24,Sun,,HOU,W,31,5,,20,28,71.4,225,3,8.0,8.57,115.9,4,36,37,172,1,4.6,69,397,5.75,1,1,4,4,4,199,15,7,2,24,6,12,1,1,7,54,0,1,1,34:03,crd,2021
8.0,8.0,8.0,2021-10-28,Thu,,GNB,L,21,24,,22,33,66.7,260,0,7.9,5.15,65.2,2,14,20,74,3,3.7,55,334,6.07,0,0,3,3,3,166,12,7,3,22,4,10,2,2,7,59,1,2,3,22:25,crd,2021
9.0,9.0,9.0,2021-11-07,Sun,@,SFO,W,31,17,,23,27,85.2,274,1,10.1,10.89,121.3,2,8,39,163,3,4.2,68,437,6.43,1,1,4,4,4,207,11,9,2,22,7,15,1,2,9,84,0,0,0,36:47,crd,2021
10.0,10.0,10.0,2021-11-14,Sun,,CAR,L,10,34,,17,29,58.6,104,0,3.6,2.03,51.5,4,39,20,65,1,3.3,53,169,3.19,1,1,1,1,4,194,6,3,2,11,4,13,0,3,4,58,1,1,2,22:18,crd,2021
11.0,11.0,11.0,2021-11-21,Sun,@,SEA,W,23,13,,35,44,79.5,318,2,7.2,8.14,111.9,2,10,33,95,1,2.9,79,413,5.23,3,1,3,2,4,165,21,6,2,29,7,14,1,1,3,32,0,0,0,40:22,crd,2021
12.0,12.0,13.0,2021-12-05,Sun,@,CHI,W,33,22,,11,15,73.3,120,2,8.0,10.67,136.1,1,3,35,137,2,3.9,51,257,5.04,2,2,3,3,2,99,6,7,1,14,5,11,1,2,8,63,0,0,0,25:15,crd,2021
13.0,13.0,14.0,2021-12-13,Mon,,LAR,L,23,30,,32,49,65.3,344,0,7.0,5.18,68.8,4,39,22,103,2,4.7,75,447,5.96,3,3,2,2,1,52,17,5,0,22,8,15,2,4,7,54,0,2,2,30:56,crd,2021
14.0,14.0,15.0,2021-12-19,Sun,@,DET,L,12,30,,29,50,58.0,293,1,5.9,5.36,73.2,2,20,21,105,0,5.0,73,398,5.45,2,2,0,0,3,132,16,6,1,23,7,15,1,3,7,83,0,1,1,28:08,crd,2021
15.0,15.0,16.0,2021-12-25,Sat,,IND,L,16,22,,27,43,62.8,245,1,5.7,6.16,85.9,0,0,21,133,1,6.3,64,378,5.91,3,1,2,1,1,39,12,8,0,20,6,13,1,3,11,85,0,0,0,24:31,crd,2021
16.0,16.0,17.0,2022-01-02,Sun,@,DAL,W,25,22,,27,39,69.2,272,2,7.0,8.0,105.9,1,14,32,127,0,4.0,72,399,5.54,4,4,1,1,3,121,12,9,2,23,7,16,2,2,7,45,0,0,0,34:42,crd,2021
17.0,17.0,18.0,2022-01-09,Sun,,SEA,L,30,38,,28,39,71.8,187,1,4.8,5.31,90.4,5,53,28,118,1,4.2,72,305,4.24,3,3,3,3,3,154,10,9,1,20,9,18,1,2,6,46,1,0,1,35:49,crd,2021
,,,,,,,11-6,449,366,,415,591,70.2,4276,27,7.2,7.31,98.2,39,343,496,2076,23,4.2,1126,6352,5.64,37,30,49,47,52,2540,214,127,26,367,100,221,17,29,114,990,4,11,15,531:18,crd,2021
1.0,1.0,1.0,2022-09-11,Sun,,KAN,L,21,44,,24,38,63.2,179,2,4.7,5.76,91.9,3,26,22,103,1,4.7,63,282,4.48,0,0,1,1,5,255,12,6,0,18,3,12,3,4,5,49,0,0,0,25:18,crd,2022
2.0,2.0,2.0,2022-09-18,Sun,@,LVR,W,29,23,OT,31,49,63.3,270,1,5.5,5.0,76.1,1,7,28,143,2,5.1,78,413,5.29,0,0,1,1,3,136,13,11,4,28,3,13,3,5,12,120,0,1,1,36:22,crd,2022
3.0,3.0,3.0,2022-09-25,Sun,,LAR,L,12,20,,37,58,63.8,295,0,5.1,5.09,76.4,2,19,21,70,0,3.3,81,365,4.51,4,4,0,0,4,160,15,8,0,23,6,18,4,5,6,50,0,0,0,33:56,crd,2022
4.0,4.0,4.0,2022-10-02,Sun,@,CAR,W,26,16,,23,32,71.9,206,2,6.4,6.28,96.6,1,1,37,132,1,3.6,70,338,4.83,2,2,2,2,3,170,10,8,2,20,6,15,0,2,7,61,0,1,1,38:35,crd,2022
5.0,5.0,5.0,2022-10-09,Sun,,PHI,L,17,20,,28,42,66.7,239,1,5.7,5.1,79.4,1,11,26,124,1,4.8,69,363,5.26,2,1,2,2,4,196,16,7,0,23,8,14,1,1,2,15,0,1,1,25:21,crd,2022
6.0,6.0,6.0,2022-10-16,Sun,@,SEA,L,9,19,,23,37,62.2,171,0,4.6,3.41,61.9,6,51,28,144,0,5.1,71,315,4.44,1,1,1,0,4,162,10,5,0,15,4,16,1,5,6,53,1,1,2,30:44,crd,2022
7.0,7.0,7.0,2022-10-20,Thu,,NOR,W,42,34,,20,29,69.0,189,1,6.5,7.21,98.2,2,15,29,137,2,4.7,60,326,5.43,2,2,3,2,4,177,9,9,3,21,3,10,1,1,4,20,0,0,0,30:58,crd,2022
8.0,8.0,8.0,2022-10-30,Sun,@,MIN,L,26,34,,31,44,70.5,297,3,6.8,6.07,92.7,4,29,22,78,0,3.5,70,375,5.36,2,2,2,2,3,139,17,5,3,25,4,11,0,1,10,67,1,2,3,30:33,crd,2022
9.0,9.0,9.0,2022-11-06,Sun,,SEA,L,21,31,,25,35,71.4,140,2,4.0,5.14,97.3,5,35,21,122,0,5.8,61,262,4.3,0,0,3,3,6,288,8,5,2,15,6,14,0,2,12,77,1,0,1,25:29,crd,2022
10.0,10.0,10.0,2022-11-13,Sun,@,LAR,W,27,17,,26,37,70.3,220,1,5.9,6.49,94.4,2,18,26,78,2,3.0,65,298,4.58,2,2,3,3,5,237,11,6,1,18,5,15,3,3,10,67,0,0,0,32:01,crd,2022
11.0,11.0,11.0,2022-11-21,Mon,,SFO,L,10,38,,30,44,68.2,247,0,5.6,3.57,63.4,3,30,24,67,1,2.8,71,314,4.42,1,1,1,1,4,181,12,6,1,19,8,16,0,2,5,50,0,2,2,30:51,crd,2022
12.0,12.0,12.0,2022-11-27,Sun,,LAC,L,24,25,,18,29,62.1,185,2,6.4,6.21,89.0,1,6,34,181,1,5.3,64,366,5.72,2,1,3,3,3,150,10,9,1,20,7,13,0,1,3,19,1,1,2,30:35,crd,2022
13.0,13.0,14.0,2022-12-12,Mon,,NWE,L,13,27,,28,41,68.3,210,0,5.1,4.02,70.2,6,45,22,113,1,5.1,69,323,4.68,3,2,1,1,2,97,11,5,3,19,4,14,1,5,8,48,1,1,2,33:31,crd,2022
14.0,14.0,15.0,2022-12-18,Sun,@,DEN,L,15,24,,20,36,55.6,167,0,4.6,0.89,33.0,3,6,20,73,1,3.7,59,240,4.07,3,3,0,0,6,299,8,4,1,13,2,12,0,0,7,46,0,3,3,27:02,crd,2022
15.0,15.0,16.0,2022-12-25,Sun,,TAM,L,16,19,OT,25,46,54.3,204,0,4.4,3.46,56.8,1,17,27,121,1,4.5,74,325,4.39,3,3,1,1,7,322,8,8,0,16,5,19,1,1,6,74,2,1,3,29:22,crd,2022
16.0,16.0,17.0,2023-01-01,Sun,@,ATL,L,19,20,,24,40,60.0,213,1,5.3,5.83,82.6,2,9,27,126,0,4.7,69,339,4.91,5,4,1,1,2,34,13,8,1,22,4,11,0,1,8,50,0,0,0,27:36,crd,2022
17.0,17.0,18.0,2023-01-08,Sun,@,SFO,L,13,38,,20,27,74.1,194,1,7.2,2.93,66.5,3,15,20,61,1,3.1,50,255,5.1,0,0,2,1,3,154,6,5,0,11,4,10,0,2,7,50,1,3,4,25:46,crd,2022
,,,,,,,4-13,340,449,,433,664,65.2,3626,17,5.5,4.82,77.0,46,340,434,1873,15,4.3,1144,5499,4.81,32,28,27,24,68,3157,189,115,22,326,82,233,18,41,118,916,8,17,25,514:00,crd,2022
1.0,1.0,1.0,2023-09-10,Sun,@,WAS,L,16,20,,21,30,70.0,114,0,3.8,3.8,76.2,3,18,25,96,0,3.8,58,210,3.62,3,3,1,1,5,235,9,4,0,13,4,14,0,1,9,122,2,0,2,28:36,crd,2023
2.0,2.0,2.0,2023-09-17,Sun,,NYG,L,28,31,,21,31,67.7,228,1,7.4,8.0,99.9,0,0,29,151,2,5.2,60,379,6.32,3,2,2,2,3,146,11,10,3,24,4,10,0,0,8,57,0,0,0,30:37,crd,2023
3.0,3.0,3.0,2023-09-24,Sun,,DAL,W,28,16,,17,21,81.0,178,1,8.5,9.43,117.9,2,11,30,222,2,7.4,53,400,7.55,3,3,1,1,2,94,8,8,4,20,5,10,0,0,8,69,0,0,0,25:27,crd,2023
4.0,4.0,4.0,2023-10-01,Sun,@,SFO,L,16,35,,28,41,68.3,257,2,6.3,7.24,101.4,1,8,25,105,0,4.2,67,362,5.4,1,1,1,1,3,117,13,7,3,23,8,15,2,3,9,55,0,0,0,30:46,crd,2023
5.0,5.0,5.0,2023-10-08,Sun,,CIN,L,20,34,,15,32,46.9,152,2,4.8,3.19,55.7,3,14,22,142,1,6.5,57,294,5.16,0,0,3,2,4,219,10,5,0,15,4,11,0,3,2,16,1,2,3,21:50,crd,2023
6.0,6.0,6.0,2023-10-15,Sun,@,LAR,L,9,26,,21,41,51.2,215,0,5.2,4.15,56.5,2,20,30,130,0,4.3,73,345,4.73,3,3,0,0,3,134,12,6,2,20,6,16,2,4,5,36,1,1,2,30:30,crd,2023
7.0,7.0,7.0,2023-10-22,Sun,@,SEA,L,10,20,,20,34,58.8,122,0,3.6,3.59,66.1,4,28,25,127,1,5.1,63,249,3.95,2,1,1,1,5,240,7,6,2,15,5,15,0,3,7,59,0,0,0,29:28,crd,2023
8.0,8.0,8.0,2023-10-29,Sun,,BAL,L,24,31,,25,37,67.6,181,2,4.9,3.54,74.3,2,27,32,129,1,4.0,71,310,4.37,1,1,1,1,4,207,12,7,3,22,5,12,0,2,6,70,0,2,2,30:21,crd,2023
9.0,9.0,9.0,2023-11-05,Sun,@,CLE,L,0,27,,11,20,55.0,17,0,0.9,-3.65,20.8,7,41,21,41,0,2.0,48,58,1.21,0,0,0,0,9,460,3,3,1,7,1,12,0,1,4,40,1,2,3,23:35,crd,2023
10.0,10.0,10.0,2023-11-12,Sun,,ATL,W,25,23,,19,32,59.4,230,0,7.2,5.78,68.5,2,19,26,122,2,4.7,60,352,5.87,4,4,1,1,3,156,11,8,1,20,3,11,1,1,11,112,0,1,1,28:18,crd,2023
11.0,11.0,11.0,2023-11-19,Sun,@,HOU,L,16,21,,20,30,66.7,196,1,6.5,5.7,82.1,3,18,25,123,1,4.9,58,319,5.5,1,1,1,1,2,107,11,7,2,20,3,10,1,4,5,50,1,1,2,28:45,crd,2023
12.0,12.0,12.0,2023-11-26,Sun,,LAR,L,14,37,,27,45,60.0,219,1,4.9,5.31,79.8,4,37,15,73,1,4.9,64,292,4.56,1,0,0,0,5,228,11,5,3,19,6,17,2,3,5,34,0,0,0,25:08,crd,2023
13.0,13.0,13.0,2023-12-03,Sun,@,PIT,W,24,10,,13,23,56.5,132,1,5.7,6.61,87.6,2,13,38,150,2,3.9,63,282,4.48,1,1,3,3,5,252,7,8,3,18,10,17,0,0,6,51,0,0,0,29:17,crd,2023
14.0,14.0,15.0,2023-12-17,Sun,,SFO,L,29,45,,26,39,66.7,202,1,5.2,3.38,66.4,3,9,30,234,2,7.8,72,436,6.06,3,3,2,2,2,112,11,11,0,22,7,16,3,4,4,28,0,2,2,34:11,crd,2023
15.0,15.0,16.0,2023-12-24,Sun,@,CHI,L,16,27,,24,38,63.2,213,2,5.6,6.66,95.6,2,17,20,93,0,4.7,60,306,5.1,1,1,1,1,6,313,10,5,1,16,7,16,0,1,2,8,0,0,0,25:28,crd,2023
16.0,16.0,17.0,2023-12-31,Sun,@,PHI,W,35,31,,25,31,80.6,228,3,7.4,7.84,116.1,1,4,40,221,1,5.5,72,449,6.24,2,2,3,3,0,0,16,14,2,32,5,10,2,2,5,25,0,1,1,39:39,crd,2023
17.0,17.0,18.0,2024-01-07,Sun,,SEA,L,20,21,,22,30,73.3,260,1,8.7,9.33,110.4,1,2,38,206,1,5.4,69,466,6.75,4,2,2,2,3,152,11,13,0,24,5,13,2,2,5,27,0,0,0,36:03,crd,2023
,,,,,,,4-13,330,455,,355,555,64.0,3144,18,5.7,5.34,80.8,42,286,471,2365,17,5.0,1068,5509,5.16,33,28,23,22,64,3172,173,127,30,330,88,225,15,34,101,859,6,12,18,497:59,crd,2023
1.0,1.0,1.0,2019-09-08,Sun,@,MIN,L,12,28,,33,46,71.7,272,2,5.9,4.83,82.9,4,32,17,73,0,4.3,67,345,5.15,0,0,0,0,4,130,16,5,6,27,2,8,2,2,9,78,1,2,3,30:13,atl,2019
2.0,2.0,2.0,2019-09-15,Sun,,PHI,W,24,20,,27,43,62.8,310,3,7.2,5.47,78.6,1,10,17,57,0,3.4,61,367,6.02,2,1,3,3,3,118,15,3,1,19,3,10,1,1,10,58,0,3,3,27:06,atl,2019
3.0,3.0,3.0,2019-09-22,Sun,@,IND,L,24,27,,29,34,85.3,304,3,8.9,9.38,121.1,0,0,20,93,0,4.7,54,397,7.35,1,1,3,3,1,39,17,6,2,25,8,10,0,0,16,128,0,1,1,28:37,atl,2019
4.0,4.0,4.0,2019-09-29,Sun,,TEN,L,10,24,,35,53,66.0,364,0,6.9,6.87,85.7,5,33,17,58,1,3.4,75,422,5.63,2,1,1,1,3,129,17,5,2,24,5,14,1,4,7,50,1,0,1,30:41,atl,2019
5.0,5.0,5.0,2019-10-06,Sun,@,HOU,L,32,53,,32,46,69.6,316,3,6.9,7.2,101.4,2,14,20,57,1,2.9,68,373,5.49,1,1,3,3,5,251,14,5,3,22,9,16,1,1,7,63,0,1,1,29:00,atl,2019
6.0,6.0,6.0,2019-10-13,Sun,@,ARI,L,33,34,,30,36,83.3,341,4,9.5,11.69,143.2,2,15,25,103,0,4.1,63,444,7.05,2,2,4,3,3,130,20,7,4,31,6,11,0,0,8,72,0,0,0,32:47,atl,2019
7.0,7.0,7.0,2019-10-20,Sun,,LAR,L,10,37,,22,33,66.7,186,1,5.6,4.88,78.6,5,38,15,38,0,2.5,53,224,4.23,2,1,1,1,5,205,12,1,1,14,3,12,0,0,5,48,2,1,3,22:51,atl,2019
8.0,8.0,8.0,2019-10-27,Sun,,SEA,L,20,27,,39,52,75.0,441,1,8.5,8.0,98.3,2,19,17,69,1,4.1,71,510,7.18,4,2,0,0,1,36,24,4,2,30,3,9,1,1,5,40,2,1,3,30:47,atl,2019
9.0,9.0,10.0,2019-11-10,Sun,@,NOR,W,26,9,,20,35,57.1,174,2,5.0,4.83,77.6,1,8,34,143,0,4.2,70,317,4.53,4,4,2,2,2,77,9,9,6,24,6,15,1,1,7,48,0,1,1,33:46,atl,2019
10.0,10.0,11.0,2019-11-17,Sun,@,CAR,W,29,3,,22,32,68.8,295,1,9.2,9.84,108.2,3,19,26,54,1,2.1,61,349,5.72,4,3,2,2,3,127,15,4,1,20,6,14,1,1,3,20,0,0,0,31:26,atl,2019
11.0,11.0,12.0,2019-11-24,Sun,,TAM,L,22,35,,28,55,50.9,280,1,5.1,4.64,64.2,6,46,19,57,1,3.0,80,337,4.21,3,3,1,1,6,261,14,5,3,22,4,16,2,3,7,60,1,1,2,31:38,atl,2019
12.0,12.0,13.0,2019-11-28,Thu,,NOR,L,18,26,,35,50,70.0,259,2,5.2,4.18,78.7,9,53,26,89,0,3.4,85,348,4.09,3,2,1,0,3,87,18,4,5,27,6,16,2,4,4,18,1,2,3,35:37,atl,2019
13.0,13.0,14.0,2019-12-08,Sun,,CAR,W,40,20,,20,34,58.8,302,2,8.9,10.06,107.7,1,11,32,159,2,5.0,67,461,6.88,4,4,4,4,4,177,13,9,0,22,5,12,0,0,6,58,0,0,0,31:44,atl,2019
14.0,14.0,15.0,2019-12-15,Sun,@,SFO,W,29,22,,25,39,64.1,201,2,5.2,6.18,94.1,2,9,20,89,1,4.5,61,290,4.75,1,1,2,2,5,252,14,3,3,20,7,13,0,0,11,98,1,0,1,29:12,atl,2019
15.0,15.0,16.0,2019-12-22,Sun,,JAX,W,24,12,,32,45,71.1,383,1,8.5,6.96,85.7,1,1,27,135,2,5.0,73,518,7.1,2,1,3,3,3,121,20,8,0,28,7,13,0,0,9,64,0,2,2,33:07,atl,2019
16.0,16.0,17.0,2019-12-29,Sun,@,TAM,W,28,22,OT,30,51,58.8,286,1,5.6,6.0,81.0,6,27,30,87,0,2.9,87,373,4.29,5,5,1,1,2,70,20,6,2,28,7,18,1,3,5,53,1,0,1,36:22,atl,2019
,,,,,,,7-9,381,399,,459,684,67.1,4714,29,6.9,6.75,91.7,50,335,362,1361,10,3.8,1096,6075,5.54,40,32,31,29,53,2210,258,84,41,383,87,207,13,21,119,956,10,15,25,494:54,atl,2019
1.0,1.0,1.0,2020-09-13,Sun,,SEA,L,25,38,,37,54,68.5,434,2,8.0,7.94,97.3,2,16,21,72,1,3.4,77,506,6.57,2,2,2,1,2,100,23,4,1,28,7,14,0,4,6,72,1,1,2,29:24,atl,2020
2.0,2.0,2.0,2020-09-20,Sun,@,DAL,L,39,40,,24,37,64.9,267,4,7.2,9.38,122.2,1,6,34,113,0,3.3,72,380,5.28,4,4,3,3,4,158,15,5,2,22,8,17,2,2,8,51,0,0,0,33:48,atl,2020
